"SK_ID_CURR","TARGET_predicted-probability of default 1","Target_Actual","Rate"
161794,0.21660972,0,21.660972
353320,0.3284201,0,32.84201
116981,0.30067602,0,30.067602
149894,0.574957,0,57.4957
316751,0.8833024,1,88.33024
306390,0.5446871,0,54.46871
371606,0.7582134,0,75.82134
351935,0.6329562,0,63.29562
244739,0.60169494,0,60.169494
444809,0.43206057,0,43.206057
222290,0.15272392,0,15.272392
348351,0.22335275,0,22.335275
228543,0.87892336,0,87.892336
431627,0.49533504,0,49.533504
138246,0.72977304,0,72.977304
379606,0.25230938,0,25.230938
412429,0.1730591,0,17.30591
363230,0.49641335,0,49.641335
100472,0.88651544,1,88.651544
301319,0.27805254,0,27.805254
406751,0.71937037,0,71.937037
312201,0.29611966,0,29.611966
306430,0.45529464,0,45.529464
159170,0.2562489,0,25.62489
138607,0.22402358,0,22.402358
284405,0.8726024,0,87.26024
115052,0.37019715,0,37.019715
418261,0.18610844,0,18.610844
194503,0.26415756,0,26.415756
397684,0.5415963,0,54.15963
439639,0.34928226,0,34.928226
378180,0.3846964,0,38.46964
366195,0.14335853,0,14.335853
318871,0.65848285,0,65.848285
332062,0.6003446,0,60.03446
421227,0.44547123,0,44.547123
204758,0.74461484,1,74.461484
399479,0.38012716,0,38.012716
454263,0.2857539,0,28.57539
420943,0.5573411,0,55.73411
212199,0.54602635,0,54.602635
148997,0.19620423,0,19.620423
332183,0.6767667,1,67.67667
164323,0.65779185,0,65.779185
128030,0.17954654,0,17.954654
408729,0.08335983,0,8.335983
364887,0.25900424,0,25.900424
131582,0.17906404,0,17.906404
327840,0.2630802,0,26.30802
358191,0.3315785,0,33.15785
387309,0.44722995,0,44.722995
197982,0.5819683,0,58.19683
360958,0.5377515,1,53.77515
285369,0.15820998,0,15.820998
379061,0.6995341,0,69.95341
179708,0.5142082,0,51.42082
191039,0.51581776,0,51.581776
344005,0.4122778,1,41.22778
344897,0.52686536,0,52.686536
330407,0.36136284,0,36.136284
110120,0.3694127,0,36.94127
394133,0.16458495,0,16.458495
367961,0.86577237,0,86.577237
387015,0.6225803,0,62.25803
135325,0.21491815,0,21.491815
369882,0.21459547,0,21.459547
445046,0.2793772,0,27.93772
164979,0.3990776,0,39.90776
293749,0.11428625,0,11.428625
431145,0.9309998,1,93.09998
264496,0.39581108,0,39.581108
359378,0.29670775,0,29.670775
311058,0.34339017,0,34.339017
145576,0.52092886,0,52.092886
150800,0.6433603,0,64.33603
292040,0.119980246,0,11.9980246
371783,0.27162296,0,27.162296
284478,0.36677095,0,36.677095
279966,0.56865513,1,56.865513
433587,0.54879636,0,54.879636
152588,0.11509045,0,11.509045
307364,0.509758,0,50.9758
389535,0.61727345,0,61.727345
254803,0.0902091,0,9.02091
132626,0.8161617,0,81.61617
296156,0.3065012,0,30.65012
248844,0.4692161,0,46.92161
364375,0.4025471,1,40.25471
181726,0.33893862,0,33.893862
300498,0.56675977,0,56.675977
298234,0.51685166,0,51.685166
455891,0.20498861,0,20.498861
257717,0.4465829,0,44.65829
328292,0.46974528,0,46.974528
406766,0.13507216,0,13.507216
444208,0.584191,0,58.4191
137384,0.5283989,0,52.83989
159869,0.601735,0,60.1735
370079,0.5877289,0,58.77289
402061,0.51523703,0,51.523703
201754,0.7132281,0,71.32281
104159,0.61623317,0,61.623317
151368,0.49675652,0,49.675652
158478,0.31430885,0,31.430885
101739,0.27266043,0,27.266043
407354,0.21072541,0,21.072541
323959,0.70969164,0,70.969164
423822,0.49506593,0,49.506593
411745,0.5479411,0,54.79411
163019,0.82374394,0,82.374394
407160,0.33934665,1,33.934665
397757,0.42885414,0,42.885414
140878,0.535534,0,53.5534
410134,0.42998335,0,42.998335
118740,0.35303017,0,35.303017
180920,0.61112195,1,61.112195
350095,0.58007735,0,58.007735
343060,0.50240827,0,50.240827
255904,0.4305611,0,43.05611
198388,0.59841126,0,59.841126
340815,0.41874692,0,41.874692
395983,0.7902037,0,79.02037
140488,0.40532008,0,40.532008
184186,0.780037,0,78.0037
241345,0.6482876,0,64.82876
427387,0.6066972,1,60.66972
188697,0.390926,0,39.0926
352046,0.5167474,0,51.67474
115727,0.46789852,0,46.789852
395075,0.46967322,0,46.967322
166232,0.7305258,0,73.05258
376211,0.19614615,0,19.614615
261673,0.35490692,0,35.490692
447066,0.15313359,0,15.313359
106046,0.8031889,0,80.31889
375310,0.77562445,0,77.562445
361543,0.35273135,0,35.273135
307179,0.5749649,0,57.49649
407249,0.4990923,0,49.90923
401556,0.88862044,1,88.862044
311007,0.40624034,0,40.624034
329722,0.2798494,0,27.98494
268385,0.3956297,0,39.56297
398977,0.4095397,0,40.95397
221263,0.07350266,0,7.350266
358864,0.27061212,0,27.061212
359661,0.3051009,0,30.51009
204091,0.31403998,0,31.403998
271523,0.33937234,0,33.937234
234926,0.74169856,0,74.169856
338356,0.32945582,0,32.945582
350792,0.3013247,0,30.13247
451149,0.21046707,0,21.046707
144058,0.22730549,0,22.730549
182279,0.38814124,0,38.814124
441542,0.678463,1,67.8463
110435,0.24227631,0,24.227631
232277,0.20838264,0,20.838264
341078,0.57254624,0,57.254624
280848,0.43438408,0,43.438408
208578,0.21552955,0,21.552955
197501,0.77453464,0,77.453464
263328,0.46422136,0,46.422136
297496,0.30504477,0,30.504477
384700,0.41303787,0,41.303787
270704,0.30959624,0,30.959624
132200,0.5795882,0,57.95882
195122,0.5705138,0,57.05138
446715,0.23278637,0,23.278637
371979,0.37221065,0,37.221065
260869,0.39771745,0,39.771745
399946,0.23494716,0,23.494716
323241,0.41254526,1,41.254526
235507,0.71323925,0,71.323925
434626,0.19455138,0,19.455138
427590,0.7927671,0,79.27671
376052,0.3174473,0,31.74473
434835,0.43040884,0,43.040884
199768,0.10770299,0,10.770299
313199,0.4744822,0,47.44822
108115,0.42927656,0,42.927656
141071,0.6626323,0,66.26323
215672,0.3832444,0,38.32444
128128,0.347065,0,34.7065
280046,0.4777251,0,47.77251
253504,0.3423773,0,34.23773
248504,0.64208037,0,64.208037
362481,0.06799024,0,6.799024
423882,0.047294267,0,4.7294267
294423,0.1821376,0,18.21376
408558,0.7925454,0,79.25454
209122,0.11022472,0,11.022472
402801,0.5809763,0,58.09763
342434,0.5448864,0,54.48864
176792,0.19545245,0,19.545245
414780,0.5168846,0,51.68846
162874,0.51456225,0,51.456225
185425,0.26672974,0,26.672974
326535,0.676034,0,67.6034
443822,0.77217585,1,77.217585
147559,0.79466826,0,79.466826
214847,0.49378666,0,49.378666
390015,0.4722322,0,47.22322
397173,0.3405759,0,34.05759
391143,0.1770992,0,17.70992
134380,0.5461125,0,54.61125
334767,0.5112642,0,51.12642
346592,0.648364,0,64.8364
353702,0.3556855,0,35.56855
379820,0.66980714,0,66.980714
294773,0.662471,0,66.2471
362111,0.5471416,0,54.71416
405092,0.20603634,0,20.603634
369998,0.23278193,0,23.278193
380480,0.06369038,0,6.369038
324961,0.20320827,0,20.320827
402634,0.60155636,0,60.155636
201857,0.57310003,0,57.310003
372455,0.46790394,0,46.790394
360300,0.21751228,0,21.751228
342034,0.12796944,0,12.796944
174730,0.30572203,0,30.572203
355378,0.232123,0,23.2123
417590,0.21025899,0,21.025899
423798,0.49892953,0,49.892953
417658,0.8486887,0,84.86887
293616,0.056498054,0,5.6498054
367900,0.5963574,0,59.63574
394011,0.21771067,0,21.771067
404758,0.38119322,0,38.119322
128779,0.36529747,0,36.529747
447848,0.43545035,0,43.545035
155727,0.78514767,1,78.514767
255212,0.8071096,1,80.71096
147520,0.5863519,1,58.63519
134740,0.24688555,0,24.688555
261923,0.4619995,0,46.19995
159964,0.16764745,0,16.764745
179487,0.4149561,0,41.49561
451040,0.28977892,0,28.977892
147472,0.2974869,0,29.74869
103047,0.353207,0,35.3207
112459,0.20250596,0,20.250596
436167,0.570677,1,57.0677
264703,0.17100187,0,17.100187
223362,0.60734403,1,60.734403
317254,0.36010498,0,36.010498
430775,0.25524348,0,25.524348
119129,0.44544056,0,44.544056
412175,0.5190979,0,51.90979
167185,0.12668894,0,12.668894
209405,0.357543,0,35.7543
284832,0.05131061,0,5.131061
213558,0.17918533,0,17.918533
168770,0.751472,1,75.1472
131397,0.49357936,0,49.357936
270201,0.78134304,0,78.134304
118070,0.57809633,0,57.809633
370102,0.15099138,0,15.099138
333708,0.27077305,0,27.077305
246028,0.24141552,0,24.141552
402176,0.27136445,0,27.136445
235351,0.15238225,0,15.238225
129157,0.21363264,0,21.363264
149566,0.856816,0,85.6816
269831,0.923991,1,92.3991
197144,0.35011062,0,35.011062
150735,0.12274067,0,12.274067
451287,0.49013606,0,49.013606
111670,0.20034671,0,20.034671
122623,0.3653245,0,36.53245
451525,0.36899754,1,36.899754
162600,0.17127797,0,17.127797
285473,0.5086181,0,50.86181
447344,0.86779714,0,86.779714
217526,0.7474422,0,74.74422
430624,0.3120228,0,31.20228
293704,0.67908484,0,67.908484
364406,0.46743473,0,46.743473
374123,0.17662242,0,17.662242
431280,0.14667481,0,14.667481
126608,0.49376574,0,49.376574
268797,0.33215767,1,33.215767
143681,0.52061296,0,52.061296
340799,0.66282743,0,66.282743
204578,0.6978608,1,69.78608
277848,0.06605719,0,6.605719
164727,0.24369887,0,24.369887
427371,0.26031956,0,26.031956
164353,0.543032,0,54.3032
293686,0.40388465,0,40.388465
383455,0.27181426,0,27.181426
364259,0.4699389,0,46.99389
185942,0.75949895,0,75.949895
161715,0.26290768,0,26.290768
220734,0.37364918,0,37.364918
343656,0.44199517,0,44.199517
129757,0.7626976,0,76.26976
244480,0.42458615,0,42.458615
328598,0.18323575,0,18.323575
110388,0.6010217,0,60.10217
222044,0.29312757,0,29.312757
138381,0.061264485,0,6.1264485
273608,0.15183856,0,15.183856
197929,0.4625134,0,46.25134
449209,0.42344105,0,42.344105
221671,0.11973627,0,11.973627
228580,0.08243324,0,8.243324
162108,0.8650188,0,86.50188
288604,0.2868951,0,28.68951
371585,0.35554492,0,35.554492
392402,0.5613801,0,56.13801
239410,0.6756175,0,67.56175
453484,0.5798786,0,57.98786
240596,0.75775546,1,75.775546
281922,0.22879337,0,22.879337
371997,0.30669573,0,30.669573
212001,0.65298027,0,65.298027
140538,0.3004867,0,30.04867
172597,0.34677932,1,34.677932
443679,0.83459055,0,83.459055
338416,0.8769027,0,87.69027
366738,0.73565733,1,73.565733
208737,0.6081436,0,60.81436
357888,0.5964643,0,59.64643
429445,0.521445,0,52.1445
360777,0.18885808,0,18.885808
416034,0.3764558,0,37.64558
455801,0.65357524,0,65.357524
265633,0.5779393,0,57.79393
250440,0.62071383,0,62.071383
301330,0.64339274,0,64.339274
120773,0.41009018,0,41.009018
421458,0.41457936,0,41.457936
112207,0.7936627,0,79.36627
301156,0.13477862,0,13.477862
266723,0.26620486,0,26.620486
219323,0.5503983,0,55.03983
103752,0.11859978,0,11.859978
271353,0.21090399,0,21.090399
361669,0.21764407,0,21.764407
123022,0.7447791,0,74.47791
353015,0.8403467,0,84.03467
326800,0.17176308,0,17.176308
293157,0.4771521,0,47.71521
310760,0.11953902,0,11.953902
245386,0.70304435,0,70.304435
452262,0.23842977,0,23.842977
110427,0.17110126,0,17.110126
109085,0.064565174,0,6.4565174
173905,0.16238324,0,16.238324
122141,0.25260612,0,25.260612
367309,0.4084307,0,40.84307
396038,0.26996395,0,26.996395
379245,0.86609644,1,86.609644
364717,0.5075985,0,50.75985
190905,0.4430013,0,44.30013
160496,0.73759246,1,73.759246
356599,0.7919284,0,79.19284
241611,0.5841728,0,58.41728
176629,0.26136097,0,26.136097
327616,0.48872563,0,48.872563
396157,0.58079064,0,58.079064
426440,0.056330033,0,5.6330033
150325,0.26616699,0,26.616699
105593,0.25826794,0,25.826794
242129,0.33752242,0,33.752242
328419,0.24093151,0,24.093151
170434,0.51453036,0,51.453036
338678,0.67126465,0,67.126465
151530,0.18006495,0,18.006495
132416,0.4120296,0,41.20296
194263,0.6958074,0,69.58074
188897,0.54180086,0,54.180086
355630,0.36217508,0,36.217508
285619,0.23580474,0,23.580474
158899,0.5835372,1,58.35372
285136,0.45599866,0,45.599866
148585,0.32517308,0,32.517308
303942,0.42508155,0,42.508155
401705,0.45988107,0,45.988107
191102,0.4434707,0,44.34707
200845,0.82010305,1,82.010305
324865,0.4315963,0,43.15963
168382,0.18200636,0,18.200636
274739,0.33963934,0,33.963934
316006,0.44762993,0,44.762993
195899,0.4287988,1,42.87988
301339,0.52222335,0,52.222335
364889,0.12617953,0,12.617953
437447,0.3689476,0,36.89476
372640,0.63525015,0,63.525015
187513,0.5853968,0,58.53968
327848,0.39639017,0,39.639017
213993,0.21449949,0,21.449949
253286,0.5071964,0,50.71964
325587,0.7620235,1,76.20235
394074,0.69281083,1,69.281083
328702,0.44889218,0,44.889218
164567,0.18579221,0,18.579221
246043,0.52327627,0,52.327627
430871,0.34101486,0,34.101486
215992,0.14498648,0,14.498648
365018,0.73506624,0,73.506624
254951,0.07669858,0,7.669858
423111,0.63255376,0,63.255376
384166,0.5624499,0,56.24499
186107,0.6094413,1,60.94413
426831,0.85799336,1,85.799336
439478,0.1408647,0,14.08647
215553,0.8997926,1,89.97926
351514,0.3633145,0,36.33145
408082,0.21286453,0,21.286453
171653,0.47704396,0,47.704396
328855,0.34867373,0,34.867373
173087,0.7315976,0,73.15976
213501,0.7844429,1,78.44429
297517,0.3534366,0,35.34366
388135,0.48950934,1,48.950934
129993,0.10320898,0,10.320898
164214,0.10165668,0,10.165668
439656,0.3349503,0,33.49503
216159,0.87146205,0,87.146205
429217,0.4212292,0,42.12292
377180,0.45415634,0,45.415634
188959,0.24704458,0,24.704458
365463,0.47142774,0,47.142774
231775,0.32886317,0,32.886317
137725,0.25918508,0,25.918508
362752,0.435799,0,43.5799
134787,0.44473588,0,44.473588
299210,0.35674587,0,35.674587
410336,0.4371677,0,43.71677
153399,0.15575191,0,15.575191
143052,0.16355664,0,16.355664
402594,0.41463357,0,41.463357
452532,0.696595,1,69.6595
174785,0.22224271,0,22.224271
355727,0.36545673,0,36.545673
170796,0.4329352,0,43.29352
420450,0.8575093,0,85.75093
228562,0.7480314,0,74.80314
339398,0.35880467,0,35.880467
275677,0.87074023,0,87.074023
329945,0.29787195,0,29.787195
119792,0.29300117,0,29.300117
295014,0.80316,1,80.316
323896,0.6565181,0,65.65181
377888,0.40105096,0,40.105096
295640,0.1347478,0,13.47478
257515,0.31647485,0,31.647485
409650,0.3419389,0,34.19389
387899,0.41243848,0,41.243848
294545,0.765242,1,76.5242
181251,0.42689118,0,42.689118
252087,0.46538824,0,46.538824
250619,0.32147723,0,32.147723
346261,0.25531912,0,25.531912
144597,0.6235133,0,62.35133
279033,0.48458007,0,48.458007
411204,0.257803,0,25.7803
147069,0.6540383,0,65.40383
235038,0.19251508,0,19.251508
346082,0.69473433,0,69.473433
361206,0.19050105,0,19.050105
218928,0.52019966,0,52.019966
168706,0.082688265,0,8.2688265
428297,0.684554,0,68.4554
361881,0.3232494,0,32.32494
422963,0.77649385,0,77.649385
147672,0.6955788,0,69.55788
200357,0.13791926,0,13.791926
409610,0.13438663,0,13.438663
371877,0.7345515,0,73.45515
431072,0.27450347,0,27.450347
448938,0.31741756,0,31.741756
452978,0.2986217,0,29.86217
331412,0.8835187,0,88.35187
139157,0.65232384,1,65.232384
401019,0.3814195,0,38.14195
409809,0.59678906,0,59.678906
136956,0.33822644,0,33.822644
113140,0.4365436,0,43.65436
352912,0.7308118,0,73.08118
426932,0.25227198,0,25.227198
238440,0.21311845,0,21.311845
434480,0.74586916,1,74.586916
312365,0.2333483,0,23.33483
363371,0.43812928,0,43.812928
365149,0.42653498,0,42.653498
159623,0.59564626,0,59.564626
143907,0.44798702,0,44.798702
209146,0.17584305,0,17.584305
337228,0.52887434,0,52.887434
451361,0.27296495,0,27.296495
250245,0.50783855,0,50.783855
441525,0.52501667,0,52.501667
363228,0.30126855,1,30.126855
154526,0.33170882,0,33.170882
289744,0.5504653,0,55.04653
153356,0.085363396,0,8.5363396
450309,0.37924108,0,37.924108
372509,0.48276412,0,48.276412
305771,0.20386128,0,20.386128
397743,0.48102364,0,48.102364
333759,0.7122323,0,71.22323
419083,0.48056698,0,48.056698
363506,0.15590104,0,15.590104
303789,0.53239304,0,53.239304
204424,0.59296256,0,59.296256
332977,0.6495882,0,64.95882
224646,0.35628593,0,35.628593
294507,0.62718487,0,62.718487
140088,0.3957914,0,39.57914
255164,0.05965735,0,5.965735
434407,0.4706329,0,47.06329
104730,0.3122725,0,31.22725
437950,0.67165625,0,67.165625
222580,0.12596819,0,12.596819
388246,0.08867795,0,8.867795
169083,0.46454048,0,46.454048
250264,0.49332798,0,49.332798
194320,0.36693275,0,36.693275
300189,0.5620819,0,56.20819
200581,0.6210934,0,62.10934
354029,0.4283579,0,42.83579
348735,0.09729114,0,9.729114
135206,0.7358522,0,73.58522
163483,0.5510101,0,55.10101
453059,0.31691548,0,31.691548
179856,0.3194195,0,31.94195
240694,0.83106494,0,83.106494
281205,0.58879,0,58.879
179488,0.71323836,0,71.323836
225291,0.5462942,0,54.62942
309207,0.28720123,0,28.720123
358823,0.26045597,0,26.045597
208443,0.7591972,0,75.91972
225270,0.1234628,0,12.34628
373150,0.5472067,0,54.72067
295020,0.27797714,0,27.797714
452012,0.23292217,0,23.292217
106033,0.607332,0,60.7332
155945,0.20099607,0,20.099607
303234,0.8112992,1,81.12992
140654,0.552589,0,55.2589
373874,0.10164216,0,10.164216
274320,0.21029978,0,21.029978
173511,0.08257215,0,8.257215
174228,0.1307449,0,13.07449
371683,0.5228225,0,52.28225
195822,0.15420355,0,15.420355
228378,0.44253013,0,44.253013
408684,0.6378111,0,63.78111
373434,0.4924048,0,49.24048
167241,0.10472992,0,10.472992
296670,0.28003308,0,28.003308
333377,0.2037136,0,20.37136
155663,0.52241445,0,52.241445
259546,0.24448611,0,24.448611
365733,0.58674204,0,58.674204
151287,0.9471938,1,94.71938
150425,0.33282518,0,33.282518
405078,0.26140895,0,26.140895
240726,0.34521514,0,34.521514
167944,0.62518466,0,62.518466
238632,0.342033,0,34.2033
443909,0.8414389,0,84.14389
427308,0.58523417,1,58.523417
139912,0.844871,1,84.4871
208272,0.075041585,0,7.5041585
152665,0.41413176,0,41.413176
437797,0.47145313,0,47.145313
181560,0.324721,0,32.4721
196716,0.21875441,0,21.875441
267308,0.72730273,0,72.730273
180095,0.71183825,1,71.183825
437352,0.51155734,0,51.155734
176330,0.55234665,1,55.234665
116701,0.69706756,0,69.706756
116477,0.680623,0,68.0623
179206,0.43307212,0,43.307212
350313,0.65340126,0,65.340126
151116,0.70567566,0,70.567566
310728,0.53068,0,53.068
272875,0.7365424,0,73.65424
213314,0.6026098,0,60.26098
188085,0.7108903,0,71.08903
247666,0.73668677,1,73.668677
153072,0.28288904,0,28.288904
367779,0.5930635,0,59.30635
237810,0.67973524,0,67.973524
331226,0.49818474,0,49.818474
337229,0.5760112,0,57.60112
148008,0.38638178,0,38.638178
184961,0.13514274,0,13.514274
119912,0.27505684,0,27.505684
215342,0.5517766,0,55.17766
453653,0.10076195,0,10.076195
106531,0.15216936,0,15.216936
340436,0.7890334,0,78.90334
217138,0.52645665,0,52.645665
345840,0.3592046,0,35.92046
373708,0.39279997,1,39.279997
312606,0.4265843,0,42.65843
362784,0.050120443,0,5.0120443
244005,0.63136363,0,63.136363
240996,0.3540094,0,35.40094
423851,0.32527676,0,32.527676
355662,0.47413945,0,47.413945
170863,0.3064494,0,30.64494
252439,0.66905934,0,66.905934
124504,0.6234453,0,62.34453
208803,0.4946471,0,49.46471
305666,0.53027177,0,53.027177
266242,0.65325516,0,65.325516
244876,0.49227446,0,49.227446
180019,0.267686,1,26.7686
450194,0.4168868,0,41.68868
452944,0.42074075,0,42.074075
163344,0.5979535,0,59.79535
198175,0.15027234,0,15.027234
174763,0.40670043,0,40.670043
154312,0.2655929,0,26.55929
390572,0.4670433,0,46.70433
124513,0.29838645,0,29.838645
212298,0.7854713,0,78.54713
407209,0.5708588,0,57.08588
443735,0.25301215,0,25.301215
390520,0.33153263,1,33.153263
214033,0.18513379,0,18.513379
139857,0.41693953,0,41.693953
362022,0.17985797,0,17.985797
398436,0.6216805,0,62.16805
119899,0.8529032,0,85.29032
292122,0.31348103,0,31.348103
381297,0.92216676,1,92.216676
169007,0.37677708,0,37.677708
102276,0.108142495,0,10.8142495
183681,0.1537514,0,15.37514
237893,0.08151484,0,8.151484
100266,0.4204929,0,42.04929
422993,0.16701144,0,16.701144
243333,0.49176466,0,49.176466
296094,0.3540558,0,35.40558
246579,0.6598945,0,65.98945
368061,0.34733033,0,34.733033
179378,0.293378,0,29.3378
118208,0.6010227,0,60.10227
129942,0.3294447,0,32.94447
279486,0.2669337,0,26.69337
175973,0.8232075,1,82.32075
180231,0.18768096,0,18.768096
264818,0.27436763,0,27.436763
100287,0.110482335,0,11.0482335
209614,0.117315054,0,11.7315054
207149,0.35925972,0,35.925972
373828,0.17129919,0,17.129919
301099,0.41036037,0,41.036037
364219,0.31884974,0,31.884974
352643,0.49960318,0,49.960318
278351,0.6036814,0,60.36814
295743,0.3513718,0,35.13718
334835,0.41922423,0,41.922423
164767,0.42330748,0,42.330748
363840,0.44925374,0,44.925374
446698,0.11022474,0,11.022474
437098,0.29059973,0,29.059973
182982,0.87274456,1,87.274456
132166,0.20605534,1,20.605534
114830,0.3622152,0,36.22152
157287,0.14922525,0,14.922525
397026,0.5287172,0,52.87172
402301,0.7410471,0,74.10471
319539,0.24956386,0,24.956386
100258,0.566431,0,56.6431
216795,0.83693904,0,83.693904
424403,0.6727362,1,67.27362
419976,0.7979543,1,79.79543
303388,0.3976226,1,39.76226
169776,0.113990895,0,11.3990895
402572,0.21655677,0,21.655677
325012,0.13709721,0,13.709721
309832,0.22576404,0,22.576404
445608,0.84308153,0,84.308153
385385,0.62787145,0,62.787145
175354,0.34836945,1,34.836945
359115,0.39146245,0,39.146245
393569,0.514778,0,51.4778
128834,0.53275067,1,53.275067
358690,0.09769528,0,9.769528
230340,0.36751887,0,36.751887
362289,0.17737055,0,17.737055
237238,0.6790199,1,67.90199
455796,0.5195908,0,51.95908
148949,0.103174716,0,10.3174716
218751,0.32831937,0,32.831937
214123,0.3633676,0,36.33676
133779,0.4292154,0,42.92154
379814,0.30037886,0,30.037886
236546,0.38207752,0,38.207752
439032,0.2497771,0,24.97771
344378,0.17628281,0,17.628281
239396,0.809548,1,80.9548
187049,0.23637749,0,23.637749
166471,0.23646241,0,23.646241
323042,0.3039483,0,30.39483
343238,0.5957973,0,59.57973
394869,0.2427764,0,24.27764
373772,0.3056755,0,30.56755
157485,0.57148427,0,57.148427
300282,0.27773225,0,27.773225
451334,0.7781673,0,77.81673
177382,0.33747017,0,33.747017
103278,0.4358723,0,43.58723
364444,0.5092399,0,50.92399
131254,0.5995677,0,59.95677
113979,0.46168095,0,46.168095
104788,0.253098,0,25.3098
370815,0.27965796,0,27.965796
118355,0.7905789,1,79.05789
114887,0.5726565,0,57.26565
204472,0.44270238,0,44.270238
225945,0.20888382,0,20.888382
140422,0.50016636,0,50.016636
435675,0.4611087,0,46.11087
420960,0.25555822,0,25.555822
205884,0.20080689,0,20.080689
100764,0.13221608,0,13.221608
366906,0.69489413,0,69.489413
260755,0.10449771,0,10.449771
123179,0.40013075,0,40.013075
200235,0.4316019,0,43.16019
415979,0.37131867,0,37.131867
320848,0.3092427,0,30.92427
204452,0.20866005,0,20.866005
183684,0.61363924,1,61.363924
249022,0.6337221,1,63.37221
183614,0.45152137,0,45.152137
138856,0.4886746,0,48.86746
289285,0.76240903,1,76.240903
341303,0.3051747,0,30.51747
154797,0.63693756,0,63.693756
393143,0.34868386,0,34.868386
437367,0.6933423,0,69.33423
314814,0.27389106,0,27.389106
148929,0.61591876,0,61.591876
171136,0.520855,0,52.0855
150309,0.18244492,0,18.244492
257345,0.28995198,0,28.995198
361291,0.7075432,0,70.75432
351441,0.31101945,0,31.101945
388686,0.35275894,0,35.275894
370873,0.5105839,0,51.05839
451456,0.2328023,0,23.28023
368087,0.6033315,0,60.33315
342337,0.679196,1,67.9196
452233,0.25001818,0,25.001818
161519,0.4858632,0,48.58632
392018,0.3244895,0,32.44895
156775,0.5873357,0,58.73357
426941,0.2319087,0,23.19087
124837,0.24035278,0,24.035278
309629,0.329417,0,32.9417
394038,0.27944565,0,27.944565
330778,0.8036342,1,80.36342
230731,0.22213767,0,22.213767
452167,0.26876414,0,26.876414
210229,0.28840038,0,28.840038
290384,0.57355756,0,57.355756
247716,0.64765835,0,64.765835
319526,0.31958613,0,31.958613
351736,0.7673916,0,76.73916
447854,0.53900737,0,53.900737
337891,0.6329714,0,63.29714
183510,0.21691199,0,21.691199
105947,0.7115418,1,71.15418
380151,0.6365417,0,63.65417
389385,0.23168787,0,23.168787
321420,0.6740132,0,67.40132
100860,0.60598665,0,60.598665
289047,0.61067003,0,61.067003
193728,0.53516144,1,53.516144
386424,0.23668134,0,23.668134
406305,0.83382684,1,83.382684
242544,0.4675492,0,46.75492
398419,0.7168727,0,71.68727
330752,0.102529146,0,10.2529146
124935,0.49323046,0,49.323046
164886,0.9113474,0,91.13474
170944,0.11830552,0,11.830552
339560,0.8398296,0,83.98296
145702,0.8427977,0,84.27977
200708,0.10981431,0,10.981431
306860,0.27337217,0,27.337217
188307,0.33517283,0,33.517283
332287,0.3263413,0,32.63413
131262,0.56368905,0,56.368905
378828,0.5362389,0,53.62389
209947,0.2579889,0,25.79889
202990,0.64188325,0,64.188325
323618,0.14966097,0,14.966097
423929,0.21343768,0,21.343768
354589,0.25347856,0,25.347856
181785,0.13666333,0,13.666333
131418,0.66415983,0,66.415983
279368,0.798874,1,79.8874
325148,0.18377765,0,18.377765
288180,0.7965427,0,79.65427
219861,0.8928928,1,89.28928
354743,0.4105629,0,41.05629
249691,0.5519362,0,55.19362
181054,0.10614626,0,10.614626
278118,0.35662827,0,35.662827
303369,0.20813055,0,20.813055
428660,0.6918386,1,69.18386
111099,0.40839428,0,40.839428
167343,0.48738346,0,48.738346
347640,0.12661688,0,12.661688
225927,0.49601197,0,49.601197
284658,0.34165558,0,34.165558
334939,0.4506883,0,45.06883
362138,0.80314434,0,80.314434
401767,0.6952483,0,69.52483
234613,0.32773605,0,32.773605
132148,0.41896585,0,41.896585
258237,0.12994014,0,12.994014
297154,0.5550847,1,55.50847
216989,0.18894862,0,18.894862
108907,0.7332683,0,73.32683
353955,0.2277586,0,22.77586
126945,0.278706,0,27.8706
209388,0.22882846,0,22.882846
447400,0.39049095,1,39.049095
446537,0.4398667,0,43.98667
238412,0.33062884,0,33.062884
409386,0.17750853,0,17.750853
374988,0.528595,0,52.8595
333915,0.60175735,1,60.175735
321800,0.18688433,0,18.688433
299786,0.25752977,0,25.752977
128408,0.4137333,0,41.37333
299273,0.47041017,0,47.041017
161447,0.81854475,0,81.854475
212104,0.61896443,0,61.896443
227361,0.60215497,0,60.215497
401569,0.16649577,0,16.649577
171000,0.29614013,0,29.614013
360247,0.26985916,0,26.985916
255310,0.8220209,0,82.20209
329424,0.35434884,0,35.434884
314743,0.11125999,0,11.125999
288595,0.039716884,0,3.9716884
113228,0.76638883,0,76.638883
117162,0.18843909,0,18.843909
432923,0.26670495,0,26.670495
176304,0.3107709,0,31.07709
355072,0.7262965,1,72.62965
316170,0.4041553,0,40.41553
273801,0.4520372,0,45.20372
271881,0.6373059,0,63.73059
242084,0.5508284,0,55.08284
439267,0.69948626,0,69.948626
192893,0.3265356,0,32.65356
119536,0.85636926,0,85.636926
299362,0.15748596,0,15.748596
413238,0.4159556,0,41.59556
451409,0.6051919,0,60.51919
271434,0.42110395,0,42.110395
194976,0.30825347,0,30.825347
226316,0.61141473,0,61.141473
407368,0.5389574,0,53.89574
183813,0.48373035,0,48.373035
229700,0.6844642,0,68.44642
